Time,Subtitle,Translation,Transliteration,K-Drama Title,Year,Episode,Cue,Cue Type,Speech Level
23:01,"네, 그러세요","Sure, no problem.","( madam )   ne ,   geuleose-yo",Misaeng,2016,6,,,2
23:10,킵해 놓은 술 좀 드릴까요?,Should I bring your bottle-kept alcohol?,kibhae   noh-eun   sul   jom   deulilkka-yo ?,Misaeng,2016,6,,,2
23:29,왜 이러세요,This is inappropriate...,( madam )   wae   ileose-yo,Misaeng,2016,6,,,2
23:44,"아... 예, 저는... 이 친구는 고졸이야","-Right, I...
-He didn't go to college.","a ...   ye ,   jeoneun ...   i   chinguneun   gojol-i-ya",Misaeng,2016,6,,,5
23:50,그 회사는 학력 안 봐?,"You guys don't care
about educational backgrounds?",[ us-eumyeo ]   geu   hoesaneun   haglyeog   an   bwa ?,Misaeng,2016,6,,,5
23:52,"이야, 좋은 회사네",That's a great company!,"i-ya ,   joh-eun   hoesane",Misaeng,2016,6,,,4
23:54,"아이, 좋은 회사지","Yes, we're a great company.","[ meosjjeogge   us-eumyeo ]   a-i ,   joh-eun   hoesaji",Misaeng,2016,6,,,5
23:56,좋은 인재를 알아봤으니까,We recognized his talents.,joh-eun   injaeleul   al-abwass-euni-kka,Misaeng,2016,6,,,5
24:08,잘 부탁해,"Kind considerations, please.",jal   butaghae,Misaeng,2016,6,,,5
24:22,"자, 한잔하자, 자네도 잔 채워","Here, let's have a toast.
Fill up your glass too.","ja ,   hanjanhaja ,   janedo   jan   chae-wo",Misaeng,2016,6,,,5
24:27,채워,Fill it up.,chae-wo,Misaeng,2016,6,,,5
24:31,"자, 만나서 반갑습니다, 들이대",Nice to meet you all! Let's have a toast.,"( hyeongcheol )   ja ,   mannaseo   bangabseubnida ,   deul-idae",Misaeng,2016,6,,,1
24:35,반갑습니다,Nice to meet you all.,( madam )   bangabseubnida,Misaeng,2016,6,,,1
24:47,"야, 너 간 괜찮냐?","Hey, is your liver okay?","ya ,   neo   gan   gwaenchanhnya ?   [ sangsig-i   sum-eul   gipge   naebaetneunda ]",Misaeng,2016,6,,,6
24:51,나는 내가 마시고 싶을 때 마시지만 너는 남이 마시고 싶을 때 마셔야 되잖아,"I can drink alcohol when I want,
but you have to drink when others want to.",naneun   naega   masigo   sip-eul   ttae   masijiman   neoneun   nam-i   masigo   sip-eul   ttae   masyeo-ya   doejanh-a,Misaeng,2016,6,,,5
24:55,"야, 인마, 괜찮을 리가 있냐","Dude, how could it be okay?","ya ,   inma ,   gwaenchanh-eul   liga   issnya",Misaeng,2016,6,,,6
25:05,상사를 가서 그러고 있냐,Look at yourself now at a trading company.,sangsaleul   gaseo   geuleogo   issnya,Misaeng,2016,6,,,6
25:08,거기서 무슨 보람이 있냐,Working there must be disheartening.,geogiseo   museun   bolam-i   issnya,Misaeng,2016,6,,,6
25:09,"야, 그래도 우리 상사맨 자부심이 얼마나 대단한데",But we stockbrokers are a proud bunch.,"ya ,   geulaedo   uli   sangsamaen   jabusim-i   eolmana   daedanhande",Misaeng,2016,6,,,5
25:13,우리나라에 그 맨 자 달린 직업이 딱 두 개거든,Do you know which jobs are most kiss-ass?,ulinala-e   geu   maen   ja   dallin   jig-eob-i   ttag   du   gaegeodeun,Misaeng,2016,6,,,5
25:19,둘 다 을이네,They both have to suck up to others.,dul   da   eul-ine,Misaeng,2016,6,,,4
25:24,"야, 그래도 가끔 갑일 때도 있어","Hey, sometimes we're
in a powerful position.","ya ,   geulaedo   ga-kkeum   gab-il   ttaedo   iss-eo",Misaeng,2016,6,,,5
25:34,어떻게 굴렀는지 아냐?,"-Do you know how they roll?
-What?",-   eo-tteohge   gulleossneunji   anya ?   -   ( sangsig )   eo ?,Misaeng,2016,6,,,6
25:54,제가 한 잔 올리겠습니다,-I'll pour you a drink this time.,jega   han   jan   olligess-seubnida   ( hyeongcheol )   geulae ?,Misaeng,2016,6,,,1
25:54,그래?,"-Yes, okay.",jega   han   jan   olligess-seubnida   ( hyeongcheol )   geulae ?,Misaeng,2016,6,,,5
25:58,잘생기셨네,You're handsome.,( madam )   jalsaenggisyeossne,Misaeng,2016,6,,,4
26:00,그 회사는 사원들 인물 보고 뽑나 봐요?,"Does your company hire
according to good looks?",geu   hoesaneun   sa-wondeul   inmul   bogo   ppobna   bwa-yo ?   [ sul-eul   joleuleu   ttaleunda ],Misaeng,2016,6,,,2
26:04,"그럼 이 새끼, 어떻게 들어갔어?",Then how did this guy make it in?,"geuleom   i   sae-kki ,   eo-tteohge   deul-eogass-eo ?",Misaeng,2016,6,,,5
26:06,"아유, 잘생겼는데 왜 그러세요",Come on. That's mean.,"( madam )   a-yu ,   jalsaenggyeossneunde   wae   geuleose-yo",Misaeng,2016,6,,,2
26:16,"야, 약속한 거 잊지 마 연락 기다린다","Don't forget about our deal.
I'll be waiting for your call.","ya ,   yagsoghan   geo   ij-ji   ma   yeonlag   gidalinda",Misaeng,2016,6,,,6
26:19,"그래, 걱정하지 마, 친구야 나만 믿어","Don't worry, buddy. You can trust me.","geulae ,   geogjeonghaji   ma ,   chingu-ya   naman   mid-eo",Misaeng,2016,6,,,5
26:27,잘 좀 부탁합니다,Please drive him home safely.,"jal   jom   butaghabnida ,   ye   ola-i ,   ola-i ,   ola-i",Misaeng,2016,6,,,1
26:27,"예 오라이, 오라이, 오라이",Please drive him home safely.,"jal   jom   butaghabnida ,   ye   ola-i ,   ola-i ,   ola-i",Misaeng,2016,6,,,1
26:38,"어, 그래, 잘 가","Goodbye, dude.","eo ,   geulae ,   jal   ga",Misaeng,2016,6,,,5
26:53,"과장님, 택시 잡아 드릴까요?","Should I get a cab for you, Mr. Oh?","gwajangnim ,   taegsi   jab-a   deulilkka-yo ?",Misaeng,2016,6,,,2
27:32,가십시오,"Jeez, that was stressful.",gasibsi-o,Misaeng,2016,6,,,1
28:41,"아, 잠깐만, 잠깐만, 잠시만요 숙취 해소제 곧 옵니다, 예","Wait! The hangover tonic
will be here soon.","a ,   jamkkanman ,   jamkkanman ,   jamsiman-yo   sugchwi   haesoje   god   obnida ,   ye   [ sangsig-ui   himgyeo-un   sin-eum ]",Misaeng,2016,6,,,1
29:33,제가 한번 해 보겠습니다,May I try it?,jega   hanbeon   hae   bogess-seubnida,Misaeng,2016,6,,,1
29:39,장백기 씨가 할 수 있는 일이 없다고 했잖습니까,"I told you there
is nothing you can do here.",( gang   daeli )   jangbaeggi   ssiga   hal   su   issneun   il-i   eobsdago   haessjanhseubni-kka,Misaeng,2016,6,,,1
29:42,일단 한번 해 보겠습니다,I still want to try it first.,ildan   hanbeon   hae   bogess-seubnida,Misaeng,2016,6,,,1
29:59,"저, 이거 전동 휠체어 건 왜 진행하다 말았어요?",The electric wheelchair project. Why did you discontinue the proceedings?,"jeo ,   igeo   jeondong   hwilche-eo   geon   wae   jinhaenghada   mal-ass-eo-yo ?",Misaeng,2016,6,,,2
30:05,검토하겠다 했는데요,"if you could calculate
the profits accurately.",geomtohagessda   haessneunde-yo   [ seolyuleul   sseug   neomginda ],Misaeng,2016,6,,,2
30:08,"아, 이 업체는 안 돼요",This company won't work.,"a ,   i   eobcheneun   an   dwae-yo   [ seolyuleul   tag   deopneunda ]",Misaeng,2016,6,,,2
30:18,얼마의 이익이 난다는 계산도 없이 거래처를 연결시켜 주기는 어렵습니다,"to our buyer portfolio without knowing
the profit-to-investment ratio.",eolma-ui   i-ig-i   nandaneun   gyesando   eobs-i   geolaecheoleul   yeongyeolsikyeo   jugineun   eolyeobseubnida,Misaeng,2016,6,,,1
30:22,몇 번 말씀드렸잖아요,I've told you this many times.,myeoch   beon   mal-sseumdeulyeossjanh-a-yo,Misaeng,2016,6,,,2
30:28,업체한테 다시 연락해 볼게요,I'll call the company again.,eobchehante   dasi   yeonlaghae   bolge-yo,Misaeng,2016,6,,,2
30:47,책 좀 반납하고 오겠습니다,I'll go return some books.,chaeg   jom   bannabhago   ogess-seubnida,Misaeng,2016,6,,,1
30:49,내 것도 부탁해요,Return mine too.,nae   geosdo   butaghae-yo,Misaeng,2016,6,,,2
31:08,"아, 예, 예 다시 전화해 보겠습니다","Yes, I'll call them again.","a ,   ye ,   ye   dasi   jeonhwahae   bogess-seubnida",Misaeng,2016,6,,,1
31:39,죄송해요 그런데 최 과장님,"I'm sorry, Mr. Choi,",joesonghae-yo   geuleonde   choe   gwajangnim,Misaeng,2016,6,,,2
31:42,지연되는 물건은 언제 해결되는 거예요?,"but when will the delayed items
issue be resolved?",ji-yeondoeneun   mulgeon-eun   eonje   haegyeoldoeneun   geo-ye-yo ?,Misaeng,2016,6,,,2
31:50,저번에도 그러시고 이번에 또 이러면 제가 참 난처해요,"You said that last time,
and if this is what I report back again, it would put me in a difficult position.",ibeon-e   tto   ileomyeon   jega   cham   nancheohae-yo,Misaeng,2016,6,,,2
31:57,실은 우리 딸애가 교통사고를 당했어,"Actually, my daughter
was involved in a car accident.",sil-eun   uli   ttal-aega   gyotongsagoleul   danghaess-eo,Misaeng,2016,6,,,5
32:03,"아유, 많이 다쳤어요?",Was she hurt badly?,"a-yu ,   manh-i   dachyeoss-eo-yo ?",Misaeng,2016,6,,,2
32:17,배송 건은 곧 처리되겠죠 일부러 그러신 것도 아닌데,"I'm sure the issue will be resolved soon
and you didn't do it on purpose.",baesong   geon-eun   god   cheolidoegessjyo   ilbuleo   geuleosin   geosdo   aninde,Misaeng,2016,6,,,2
32:22,그나저나 따님이 걱정이네요 신경 쓰이실 텐데,"Anyway, I'm sorry about your daughter. You must be very worried.",geunajeona   ttanim-i   geogjeong-ine-yo   singyeong   sseu-isil   tende,Misaeng,2016,6,,,2
32:28,"예, 과장님, 방금 만나 봤는데요","Yes, Mr. Lee. I just met him.","ye ,   gwajangnim ,   banggeum   manna   bwassneunde-yo",Misaeng,2016,6,,,2
32:31,광저우 쪽 물량 확인을 못 했었나 봅니다,"It seems he hadn't checked
the items for Canton.",gwangjeo-u   jjog   mullyang   hwag-in-eul   mos   haess-eossna   bobnida,Misaeng,2016,6,,,1
32:34,현재 재고 확보 중이랍니다,"They're currently in the process
of securing the goods.",hyeonjae   jaego   hwagbo   jung-ilabnida,Misaeng,2016,6,,,1
32:38,"예, 일단 빨리 받을 수 있게 조치해 달라고 했고요","I asked them to expedite
the procurement process.","ye ,   ildan   ppalli   bad-eul   su   issge   jochihae   dallago   haessgo-yo",Misaeng,2016,6,,,2
32:41,그리고... 너 도대체 왜 그러냐,"-And...
-What the hell is wrong with you?",geuligo ...   ( i   gwajang )   neo   dodaeche   wae   geuleonya,Misaeng,2016,6,,,6
33:07,어떻게 됐어?,-How did it go?,( go   gwajang )   eo-tteohge   dwaess-eo ?   ( dongsig )   yaegineun   jaldwaessdago   hadeolago-yo,Misaeng,2016,6,,,5
33:07,얘기는 잘됐다고 하더라고요,-I heard it went smoothly.,( go   gwajang )   eo-tteohge   dwaess-eo ?   ( dongsig )   yaegineun   jaldwaessdago   hadeolago-yo,Misaeng,2016,6,,,2
33:21,"아이, 걱정 마세요, 친구인데 확실히 힘써 준대요",Don't worry. They're friends. He said he would fully support us.,"a-i ,   geogjeong   mase-yo ,   chingu-inde   hwagsilhi   himsseo   jundae-yo",Misaeng,2016,6,,,2
33:25,"아이, 그런데 진짜 우리들한테 너무하신 거 아닙니까?",But don't you think this is too much?,"a-i ,   geuleonde   jin-jja   ulideulhante   neomuhasin   geo   anibni-kka ?",Misaeng,2016,6,,,1
33:30,"고 과장님이라도 좀 쪼지 마세요, 좀",so stop bugging us.,"go   gwajangnim-ilado   jom   jjoji   mase-yo ,   jom",Misaeng,2016,6,,,2
33:35,원인터 영업 3팀 장그래입니다,"Geu-rae Jang, One International, speaking.",[ suhwagileul   ttalkag   deul-eo   ollinda ]   ( geulae )   won-inteo   yeong-eob   3tim   janggeulae-ibnida,Misaeng,2016,6,,,1
33:38,윌마트 구매 총괄 팀요?,Willmart purchasing team?,wilmateu   gumae   chonggwal   tim-yo ?,Misaeng,2016,6,,,2
33:40,잠시만요 오 과장님 바꿔 드리겠습니다,"Hold on, please.
I'll transfer you to Mr. Oh.",jamsiman-yo   o   gwajangnim   ba-kkwo   deuligess-seubnida,Misaeng,2016,6,,,1
33:51,"예, 오상식입니다","Yes, Sang-sik Oh speaking.","ye ,   osangsig-ibnida",Misaeng,2016,6,,,1
33:53,예...,Yes.,( sangsig )   ye ...,Misaeng,2016,6,,,1
34:01,알겠습니다,"Okay, I understand.",algess-seubnida,Misaeng,2016,6,,,1
34:31,"처음부터 말을 말든지, 어?",Why did you even bring that up?,"cheo-eumbuteo   mal-eul   maldeunji ,   eo ?",Misaeng,2016,6,,,5
34:34,"네가 설레발 안 쳤으면 애초에 다른 작전 짰을 거 아니야, 어?","We would have planned a different strategy
if it weren't for you.","nega   seollebal   an   chyeoss-eumyeon   aecho-e   daleun   jagjeon   jjass-eul   geo   ani-ya ,   eo ?",Misaeng,2016,6,,,5
34:38,너 때문에 골든 타임 다 놓쳤잖아!,You totally ruined it for us!,neo   ttaemun-e   goldeun   ta-im   da   nohchyeossjanh-a !,Misaeng,2016,6,,,5
34:41,"인제 와서 인공호흡도 안 되고 어떡할 거야, 어?",What are you going to do now?,"inje   waseo   ingonghoheubdo   an   doego   eo-tteoghal   geo-ya ,   eo ?",Misaeng,2016,6,,,5
34:45,"야, 어떡할 거냐고!",What are you going to do now?,"ya ,   eo-tteoghal   geonyago !",Misaeng,2016,6,,,6
34:48,"아, 믿으라면서, 어?",You told us to trust you.,"a ,   mid-eulamyeonseo ,   eo ?",Misaeng,2016,6,,,5
34:50,"친구니까 네 말만 들으면 틀림없다고 네가 그랬어, 안 그랬어?","You said because he's your friend,
this was a done deal.","chinguni-kka   ne   malman   deul-eumyeon   teullim-eobsdago   nega   geulaess-eo ,   an   geulaess-eo ?",Misaeng,2016,6,,,5
34:53,그런데 지금 와서 이게 뭐야 어?,"What the heck is this now?
Say something, Mr. Oh.","geuleonde   jigeum   waseo   ige   mwo-ya   eo ?   ya ,   o   gwajang   neo   ib   dwossda   mwo   hae ,   malhae   bwa",Misaeng,2016,6,,,5
34:53,"야, 오 과장 너 입 뒀다 뭐 해, 말해 봐","What the heck is this now?
Say something, Mr. Oh.","geuleonde   jigeum   waseo   ige   mwo-ya   eo ?   ya ,   o   gwajang   neo   ib   dwossda   mwo   hae ,   malhae   bwa",Misaeng,2016,6,,,5
34:58,너 이유가 뭐야?,What's the reason?,( sangsig )   neo   i-yuga   mwo-ya ?,Misaeng,2016,6,,,5
35:00,납품 조건이 마음에 안 들어?,You don't like the delivery conditions?,nabpum   jogeon-i   ma-eum-e   an   deul-eo ?,Misaeng,2016,6,,,5
35:02,아니 납품 조건이야 훌륭하지,"No, those conditions were great.",[ us-eumyeo ]   ani   nabpum   jogeon-i-ya   hullyunghaji,Misaeng,2016,6,,,5
35:07,그런데 솔직히 우리 회사는 처음부터 받을 생각이 없었어,"But our company never had
any intention of selling those goods.",geuleonde   soljighi   uli   hoesaneun   cheo-eumbuteo   bad-eul   saenggag-i   eobs-eoss-eo,Misaeng,2016,6,,,5
35:11,아직 시장성이 없다고 판단했거든,We think it lacks marketability.,ajig   sijangseong-i   eobsdago   pandanhaessgeodeun,Misaeng,2016,6,,,5
35:13,"아, 그러면 처음부터 가능성도 없으면서 간은 왜 본 거야?","Then why did you show interest
if that was the case?","a ,   geuleomyeon   cheo-eumbuteo   ganeungseongdo   eobs-eumyeonseo   gan-eun   wae   bon   geo-ya ?",Misaeng,2016,6,,,5
35:17,"너도 옛날에 간 본다고 내 반찬 뺏어 먹었잖아, 인마","Well, you used to show interest in my food
and take them back in school.","neodo   yesnal-e   gan   bondago   nae   banchan   ppaes-eo   meog-eossjanh-a ,   inma",Misaeng,2016,6,,,5
35:27,"야, 너 나한테 뭐 쌓인 감정 같은 거 있는 거니?","Hey, do you have a problem with me?","ya ,   neo   nahante   mwo   ssah-in   gamjeong   gat-eun   geo   issneun   geoni ?",Misaeng,2016,6,,,4
35:46,지금 상황에서 이해하기 쉽게 말해 줄게,"I'll just say it clearly now
so you understand.",jigeum   sanghwang-eseo   ihaehagi   swibge   malhae   julge,Misaeng,2016,6,,,5
35:49,너는 모르겠지만 옛날에 너는 갑 같았고 나는 을 같았다,"You might not know,
but I used to suck up to you.",neoneun   moleugessjiman   yesnal-e   neoneun   gab   gat-assgo   naneun   eul   gat-assda,Misaeng,2016,6,,,6
35:56,그래서 그냥 나도 너한테 갑질 한번 해 봤다고 쳐라,"So I just wanted you to be
at the other end of the stick for once.",( hyeongcheol )   geulaeseo   geunyang   nado   neohante   gabjil   hanbeon   hae   bwassdago   chyeola,Misaeng,2016,6,,,6
40:13,처리되면 연락 주세요,Call me when you resolve it.,cheolidoemyeon   yeonlag   juse-yo,Misaeng,2016,6,,,2
40:27,"예, 과장님","Yes, Mr. Lee.","( bag   daeli )   ye ,   gwajangnim",Misaeng,2016,6,,,1
40:33,"예? 제, 제가요?","What, me?","ye ?   je ,   jega-yo ?",Misaeng,2016,6,,,2
40:37,박 대리님으로 바뀌었다고요?,The supervisor is now Mr. Park?,( baeggi )   bag   daelinim-eulo   ba-kkwi-eossdago-yo ?,Misaeng,2016,6,,,2
40:41,"예, 알겠습니다","Okay. I got it, sir.","ye ,   algess-seubnida",Misaeng,2016,6,,,1
40:58,종이 쪼가리 좀 치워,and pick up the pieces of paper.,jong-i   jjogali   jom   chi-wo,Misaeng,2016,6,,,5
41:16,뭔가 하고 싶다면 일단 너만 생각해,"If you want to do something,
just think of yourself.",( seongsig )   mwonga   hago   sipdamyeon   ildan   neoman   saenggaghae,Misaeng,2016,6,,,5
41:28,안녕하세요?,"Good morning, sir.",annyeonghase-yo ?,Misaeng,2016,6,,,2
41:34,"IT 영업 팀, 박 대리님이시죠?","You're Mr. Park from
the IT sales team, right?","IT   yeong-eob   tim ,   bag   daelinim-isijyo ?",Misaeng,2016,6,,,2
41:41,영업 3팀 신입 사원 장그래입니다,"My name is Geu-rae Jang.
I'm a newbie from sales team three.",yeong-eob   3tim   sin-ib   sa-won   janggeulae-ibnida,Misaeng,2016,6,,,1
41:50,그런데 이거 어쩌죠,"But, gosh.",[ mi-anhan   sum-eul   naebaet-eumyeo ]   geuleonde   igeo   eo-jjeojyo,Misaeng,2016,6,,,2
42:01,"대리님, 배울 게 많은 분이라고 하셨습니다",He said I could learn a lot from you.,"daelinim ,   bae-ul   ge   manh-eun   bun-ilago   hasyeoss-seubnida",Misaeng,2016,6,,,1
42:04,거래처와의 관계에서도 인심 잃지 않고 일하는 모범이시라고요,"He said you had a great ability
to work and cooperate with clients.",geolaecheo-wa-ui   gwangye-eseodo   insim   ilhji   anhgo   ilhaneun   mobeom-isilago-yo,Misaeng,2016,6,,,2
42:15,또 뭐라고 하세요?,What else... did he say?,tto   mwolago   hase-yo ?,Misaeng,2016,6,,,2
42:37,영업에 꼭 필요한 덕목을 지니신 분이라 하셨습니다,"He said you were an indispensable
sales team employee.",yeong-eob-e   kkog   pil-yohan   deogmog-eul   jinisin   bun-ila   hasyeoss-seubnida,Misaeng,2016,6,,,1
42:41,그래요?,Really? He said that?,"[ gamtanhaneun   sum-eul   naebaet-eumyeo ]   geu ,   geu ,   geulae-yo ?",Misaeng,2016,6,,,2
42:46,"저, 그럼 가면서 영업 얘기나 좀 들려줄까요?","Then, shall I tell you about the ""art of sales""
on the way to our trip?","jeo ,   geuleom   gamyeonseo   yeong-eob   yaegina   jom   deullyeojulkka-yo ?",Misaeng,2016,6,,,2
42:51,재미있는 게 많아,"-What?
-There are many fun stories.",ne ?   jaemi-issneun   ge   manh-a,Misaeng,2016,6,,,5
42:58,"아, 대리님 제가 한다니까요",I said I would drive.,"a ,   daelinim   jega   handani-kka-yo",Misaeng,2016,6,,,2
43:00,"어, 아니야 길 아는 내가 하는 게 효율적이야",It's okay. I should drive because I know the way.,"eo ,   ani-ya   gil   aneun   naega   haneun   ge   hyo-yuljeog-i-ya",Misaeng,2016,6,,,5
43:04,어디까지 얘기했지?,Where was I?,eodi-kkaji   yaegihaessji ?,Misaeng,2016,6,,,5
43:07,이 영업이라는 게 말이지,Sales is like a war.,a !   i   yeong-eob-ilaneun   ge   mal-iji,Misaeng,2016,6,,,5
43:10,"전쟁이에요, 전쟁",A battle.,"jeonjaeng-i-e-yo ,   jeonjaeng",Misaeng,2016,6,,,2
43:12,이 배짱 싸움인 거거든,You need guts.,i   bae-jjang   ssa-um-in   geogeodeun,Misaeng,2016,6,,,5
43:21,"승리의 경험, 많습니다","I have had both painful
and victorious experiences. Lots of them, for sure.","seungli-ui   gyeongheom ,   manhseubnida",Misaeng,2016,6,,,1
43:40,그래서요?,-So?,geulaeseo-yo ?,Misaeng,2016,6,,,2
43:40,내가 단호하게 한마디 했지,"-I stood firm and said,",naega   danhohage   hanmadi   haessji,Misaeng,2016,6,,,5
43:44,절차대로 합시다,Let's do it by the book.,jeolchadaelo   habsida,Misaeng,2016,6,,,1
43:49,대리님은 정말 정확하시네요?,You're a true and precise businessman.,daelinim-eun   jeongmal   jeonghwaghasine-yo ?,Misaeng,2016,6,,,2
44:09,그런데 최근에 몇 번 선적 문제가 발생했어요,"But they've been having freight
delivery issues recently.",geuleonde   choegeun-e   myeoch   beon   seonjeog   munjega   balsaenghaess-eo-yo,Misaeng,2016,6,,,2
44:12,무슨 문제인데요?,What's the issue?,( geulae )   museun   munje-inde-yo ?,Misaeng,2016,6,,,2
44:19,업체에서 다른 거래처를 늘린 건 아닐까요?,"Is it possible
that they've secured another client?",eobche-eseo   daleun   geolaecheoleul   neullin   geon   anilkka-yo ?,Misaeng,2016,6,,,2
44:36,그래도 이렇게 한 번씩 들러 줘야 서로 긴장감도 쌓이고 좋아요,"However, we still need
to visit once in a while to maintain some tension
for continued efficient production.",geulaedo   ileohge   han   beonssig   deulleo   jwo-ya   seolo   ginjanggamdo   ssah-igo   joh-a-yo,Misaeng,2016,6,,,2
44:49,얘네 신생이라 관리 잘해야 돼,"They're a new client,
so we must keep them happy.",yaene   sinsaeng-ila   gwanli   jalhae-ya   dwae,Misaeng,2016,6,,,5
44:53,원인터 쪽은 전화로 버틸 때까지 버텨 봐,"Then, hold off One International
by phone as long as possible.",won-inteo   jjog-eun   jeonhwalo   beotil   ttae-kkaji   beotyeo   bwa,Misaeng,2016,6,,,5
45:06,그럼 지금 바로 스위프트 보냅니다,So I'll send it as soon as possible.,[ mun-i   dalkag   yeollinda ]   geuleom   jigeum   balo   seu-wipeuteu   bonaebnida,Misaeng,2016,6,,,1
45:35,우리 회사 호구 잡힌 거네요,So they think we're a pushover.,uli   hoesa   hogu   jabhin   geone-yo,Misaeng,2016,6,,,2
45:40,"아, 대리님, 저희는 먼저 회사에 들어가 보겠습니다","Mr. Park, we'll head back to the office.","a ,   daelinim ,   jeohuineun   meonjeo   hoesa-e   deul-eoga   bogess-seubnida",Misaeng,2016,6,,,1
45:45,"어, 어, 어, 그래요",What? Okay.,"eo ,   eo ,   eo ,   geulae-yo",Misaeng,2016,6,,,2
45:54,"미안해요, 잘 들어가요",Have a safe trip back.,"mi-anhae-yo ,   jal   deul-eoga-yo",Misaeng,2016,6,,,2
45:56,저는 좀 더 있겠습니다,I wish to stay a little longer.,jeoneun   jom   deo   issgess-seubnida,Misaeng,2016,6,,,1
46:04,"장그래 씨, 잠깐 봐요","Geu-rae, I'd like to have a word with you.","( baeggi )   [ giga   chan   sum-eul   naebaet-eumyeo ]   janggeulae   ssi ,   jamkkan   bwa-yo",Misaeng,2016,6,,,2
46:19,왜요?,What?,wae-yo ?,Misaeng,2016,6,,,2
46:22,"장그래 씨, 지금 상황에서는 빠지는 게 좋습니다","Geu-rae, given the current situation,
it's best for us to leave.","janggeulae   ssi ,   jigeum   sanghwang-eseoneun   ppajineun   ge   johseubnida",Misaeng,2016,6,,,1
46:26,하지만 박 대리님이 많이 당황하신 거 같은데,"But, Mr. Park seems perplexed.",hajiman   bag   daelinim-i   manh-i   danghwanghasin   geo   gat-eunde,Misaeng,2016,6,,,5
46:29,교육도 끝나지 않았고요,And training isn't over yet.,gyo-yugdo   kkeutnaji   anh-assgo-yo,Misaeng,2016,6,,,2
46:31,우리가 남아 있어 봤자 아무 도움도 될 수 없어요,"There is nothing we can do
to help him here.",uliga   nam-a   iss-eo   bwassja   amu   do-umdo   doel   su   eobs-eo-yo,Misaeng,2016,6,,,2
46:34,지금 상황에서 현장 견학이라는 것도 의미가 없고요,"And given the situation,
the site trip is now meaningless.",jigeum   sanghwang-eseo   hyeonjang   gyeonhag-ilaneun   geosdo   uimiga   eobsgo-yo,Misaeng,2016,6,,,2
46:41,장그래 씨 마음대로 하십시오.,Do whatever you want. I'll be on my way.,[ giga   chan   deus   us-eumyeo ]   janggeulae   ssi   ma-eumdaelo   hasibsi-o   jeoneun   meonjeo   gagess-seubnida,Misaeng,2016,6,,,1
46:41,저는 먼저 가겠습니다,Do whatever you want. I'll be on my way.,[ giga   chan   deus   us-eumyeo ]   janggeulae   ssi   ma-eumdaelo   hasibsi-o   jeoneun   meonjeo   gagess-seubnida,Misaeng,2016,6,,,1
46:46,"저, 대리님 저 먼저 들어가겠습니다","Mr. Park, I'll be returning
to the office now.","jeo ,   daelinim   jeo   meonjeo   deul-eogagess-seubnida",Misaeng,2016,6,,,1
47:02,그래 제대로 호구 잡힌 거야,Yes. They think we're a pushover.,( bag   daeli )   geulae   jedaelo   hogu   jabhin   geo-ya,Misaeng,2016,6,,,5
47:13,이 일은 내 일이 아니었어,"I wasn't cut out
for this work to begin with.",i   il-eun   nae   il-i   ani-eoss-eo,Misaeng,2016,6,,,5
47:19,"아, 박 대리, 얘기 다 끝났어?","Hey, Mr. Park. How did the discussion go?","a ,   bag   daeli ,   yaegi   da   kkeutnass-eo ?",Misaeng,2016,6,,,5
47:21,그만두는 게 좋겠어,It's best that I resign.,( bag   daeli )   geumanduneun   ge   johgess-eo,Misaeng,2016,6,,,5
47:24,"아, 오면 온다고 전화라도 하지 그랬어, 거참",Why didn't you call me in advance?,"a ,   omyeon   ondago   jeonhwalado   haji   geulaess-eo ,   geocham",Misaeng,2016,6,,,5
47:28,"아, 한 분은? 회사에 일이 있어서요","-Where did the other man go?
-He had to return to the office.","a ,   han   bun-eun ?   hoesa-e   il-i   iss-eoseo-yo",Misaeng,2016,6,,,2
47:31,"아, 그래요?",Okay.,"a ,   geulae-yo ?",Misaeng,2016,6,,,2
47:36,저희 거 언제 처리됩니까?,When will you resolve our issue?,jeohui   geo   eonje   cheolidoebni-kka ?,Misaeng,2016,6,,,1
47:42,"아이, 아까 통화했잖아",Didn't I talk to you on the phone earlier?,"a-i ,   a-kka   tonghwahaessjanh-a   [ choe   gwajang-ui   meosjjeog-eun   us-eum ]",Misaeng,2016,6,,,5
47:44,나는 병신이다,I'm an idiot!,( bag   daeli )   naneun   byeongsin-ida,Misaeng,2016,6,,,6
47:46,"네, 그랬죠","Yes we did, didn't we?","ne ,   geulaessjyo",Misaeng,2016,6,,,2
47:49,통화했죠,We did.,tonghwahaessjyo,Misaeng,2016,6,,,2
49:06,절차대로 진행해도 되겠습니까? ,if we proceeded by the book?,jinhaenghaedo   doegess-seubni-kka ?,Misaeng,2016,6,,,1
49:52,박 대리 상사이신 선 부장하고의 인연은 책 한 권이야 말로 다 하지를 못해요,"Your boss and I go way back. We have a long-standing
business relationship.",chaeg   han   gwon-i-ya   mallo   da   hajileul   moshae-yo,Misaeng,2016,6,,,2
50:08,내가 이런 대우를 받는 사람이었구나,"So, this is how they treat me.",( bag   daeli )   naega   ileon   dae-uleul   badneun   salam-i-eossguna,Misaeng,2016,6,,,5
50:11,이렇게 쉬운 사람이었구나,I was such a pushover to them.,ileohge   swi-un   salam-i-eossguna,Misaeng,2016,6,,,5
